post,index,fullSentence,directivePhrase,religiousSegment,qAuthored,sourceType,currentClassification,proposedClassification,religious,ruling,reason
"2102","0","Think Mueller.","Think Mueller.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2102","1","Control & Divide.","Control & Divide.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2104","0","Follow the picture.","Follow the picture.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2107","0","Think HRC [paid for] FAKE DOSSIER [bulk].","Think HRC [paid for] FAKE DOSSIER [bulk].","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2107","1","Think Steele > BO [post FBI firing] intel collection.","Think Steele > BO [post FBI firing] intel collection.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2107","2","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2107","3","Think PDB placement by BRENNAN to AUTHENTICATE source as credible.","Think PDB placement by BRENNAN to AUTHENTICATE source as credible.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2107","4","Think BO >>> WEISSMANN 'regular updates' re: Steele [Firewall][Mueller]","Think BO >>> WEISSMANN 'regular updates' re: Steele [Firewall][Mueller]","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2113","0","Follow the connections.","Follow the connections.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2115","0","Think NYT 'Anon' article (Ex)","Think NYT 'Anon' article (Ex)","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","0","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","1","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","2","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","3","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","4","Do not let their attempts corrupt GOOD organizations.","Do not let their attempts corrupt GOOD organizations.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","5","Think OANN.","Think OANN.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","6","Stay STRONG.","Stay STRONG.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2123","7","Stay TOGETHER.","Stay TOGETHER.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2126","0","KEEP UP THE GOOD FIGHT.","KEEP UP THE GOOD FIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2126","1","READY THE MEMES.","READY THE MEMES.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2135","0","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2139","0","Update requested.","Update requested.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2141","0","Make it and they will crumb.","Make it and they will crumb.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2146","0","PREPARE YOUR MEMES.","PREPARE YOUR MEMES.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2147","0","ATTENTION ON DECK.","ATTENTION ON DECK.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"215","0","Focus on his wife.","Focus on his wife.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2161","0","Enjoy the show.","Enjoy the show.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2165","0","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2165","1","THINK TODAY.","THINK TODAY.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2166","0","STAY STRONG.","STAY STRONG.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2166","1","STAY TOGETHER.","STAY TOGETHER.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2166","2","EXPECT TWITTER/FB FORCE NEXT.","EXPECT TWITTER/FB FORCE NEXT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","0","Define 'Fascism'.","Define 'Fascism'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","1","Define 'Censorship'.","Define 'Censorship'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","2","Define 'Narrative'.","Define 'Narrative'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","3","Define 'Projection'.","Define 'Projection'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","4","Define 'Psychological Projection'.","Define 'Psychological Projection'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","5","Define 'Narcissist'.","Define 'Narcissist'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","6","Define 'Dogma'.","Define 'Dogma'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","7","Define 'Aggression'.","Define 'Aggression'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","8","Define 'Suppression'.","Define 'Suppression'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2171","9","Define 'Realism'.","Define 'Realism'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2178","0","REMEMBER YOUR OATH","REMEMBER YOUR OATH","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2180","0","Define 'Traitor'.","Define 'Traitor'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2184","0","Buckle up.","Buckle up.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2186","0","Compare date(s) of article(s) to drop.","Compare date(s) of article(s) to drop.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2187","0","TEST [Thursday] by DoD to confirm 'free-flow' of direct comms.","TEST [Thursday] by DoD to confirm 'free-flow' of direct comms.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2189","0","Attention on deck.","Attention on deck.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"219","0","Godspeed.","Godspeed.","","true","q_post_body","Q Directive","Removed from Q Directives","false","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"2190","0","FIGHT, FIGHT, FIGHT!","FIGHT, FIGHT, FIGHT!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2197","0","Activate ]SESSIONS[","Activate ]SESSIONS[","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"22","0","Study and prepare.","Study and prepare.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"22","1","Clean and swift.","Clean and swift.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2206","0","DEFINE PROJECTION.","DEFINE PROJECTION.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2206","1","THINK ABOUT REAL-TIME 'Q' TRACKING.","THINK ABOUT REAL-TIME 'Q' TRACKING.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2206","2","FIGHT!","FIGHT!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2209","0","Listen carefully.","Listen carefully.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"221","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"221","1","Re-read dumps.","Re-read dumps.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2211","0","Think yesterday.","Think yesterday.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2212","0","Enjoy the show.","Enjoy the show.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2213","0","Think of context.","Think of context.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2219","0","Watch those announcing 2020 P running.","Watch those announcing 2020 P running.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2222","0","Consider the vastness of space.","Consider the vastness of space.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"223","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2230","0","Note IG involved.","Note IG involved.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2231","0","Correct, Anon.","Correct, Anon.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2234","0","Imagine the frustration if we weren't here communicating w/ you.","Imagine the frustration if we weren't here communicating w/ you.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2234","1","Let your VOICES BE HEARD.","Let your VOICES BE HEARD.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2235","0","God bless, Patriot.","God bless, Patriot.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"2239","0","See something","See something","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2239","1","Say something","Say something","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"224","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"224","1","Re-read.","Re-read.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2248","0","Ask yourself, how would 'FOREIGN' Allies' KNOW what is within a US TOP SECRET FISA warrant?","Ask yourself, how would 'FOREIGN' Allies' KNOW what is within a US TOP SECRET FISA warrant?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
