post_number,confidence,full_source_sentence,current_category,proposed_category,rejection_reason,source_type,recovered_canonical_sentence
"4566","RED","Argument: ""Maxwell is not a big enough name to trigger a mass awakening."" [","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4566","RED","Crimes against Children = common denominator [no matter political affiliation][mass pop awakening].","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4588","RED","[General public steered by MSDNC like a dog steering sheep]","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4636","RED","They are being forced into the light for all to see.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4724","RED","Evil and corruption @ highest levels.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4748","RED","The same people who control the media are the same people who are part of the evil and corrupt system?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4794","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4817","RED","Evil surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4880","RED","You awake, thinking for yourself, is their greatest fear.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4910","RED","So many people refuse still to admit the evils in the world.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"4951","RED","Sometimes you must walk through the darkness before you see the light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
