Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
1220,CHAI discounted pharmaceuticals to distribute abroad.,Claim,Q Claims,YES,high,
1224,"Coordinated - the ""Awakening.""",Claim,Q Claims,YES,high,
1224,Every detail accounted for.,Claim,Q Claims,YES,high,
1224,Every scenario planned for.,Claim,Q Claims,YES,high,
1225,Points outlined.,Claim,Q Claims,YES,high,
1225,POTUS - �Maggie� focus.,Claim,Q Claims,YES,high,
1226,Everything.,Claim,Q Claims,YES,high,
1226,Counted on.,Claim,Q Claims,YES,high,
1229,Planned.,Claim,Q Claims,YES,high,
1233,Lost now (awakening).,Claim,Q Claims,YES,high,
1233,They keep them enslaved.,Claim,Q Claims,YES,high,
1238,Not �official� product - 5 Eyes.,Claim,Q Claims,YES,high,
1238,No evidence to support POTUS targeting.,Claim,Q Claims,YES,high,
1238,You know why.,Claim,Q Claims,YES,high,
1241,CLAS - Sec 11A P 2.2.,Claim,Q Claims,YES,high,
1241,�Installments.�,Claim,Q Claims,YES,high,
1241,No inspection @ GZ NR sites.,Claim,Q Claims,YES,high,
1241,No missile tech prevention.,Claim,Q Claims,YES,high,
1241,Load carrying.,Claim,Q Claims,YES,high,
1241,American taxpayer (subsidize).,Claim,Q Claims,YES,high,
1241,No oversight re: Hussein.,Claim,Q Claims,YES,high,
1244,Assets on the ground.,Claim,Q Claims,YES,high,
1246,Happening now.,Claim,Q Claims,YES,high,
1252,They want you controlled.,Claim,Q Claims,YES,high,
1252,They want you enslaved.,Claim,Q Claims,YES,high,
1252,They want you divided.,Claim,Q Claims,YES,high,
1252,They want you dependent!,Claim,Q Claims,YES,high,
1252,IT�S TIME TO UNITE AND FIGHT FOR OUR FREEDOM.,Claim,Q Claims,YES,high,
1254,POTUS today.,Claim,Q Claims,YES,high,
1254,Refers to more than continued payments of $250B.,Claim,Q Claims,YES,high,
1256,$250B x 2 / year.,Claim,Q Claims,YES,high,
1256,What the taxpayers don�t know.,Claim,Q Claims,YES,low,check: interrogative opener — may be a question
1261,They feel threatened.,Claim,Q Claims,YES,high,
1261,All for a conspiracy larp.,Claim,Q Claims,YES,high,
1261,Promise jobs & money to all.,Claim,Q Claims,YES,high,
1262,�Politics.�,Claim,Q Claims,YES,high,
1263,Rise of the people.,Claim,Q Claims,YES,high,
1264,All or nothing.,Claim,Q Claims,YES,high,
1264,We get massive amounts of �Q� thank you letters from around the world every single day.,Claim,Q Claims,YES,high,
1265,Timing.,Claim,Q Claims,YES,high,
1265,Moves & countermoves.,Claim,Q Themes,NO,high,recurring refrain
1265,�Lost house.�,Claim,Q Claims,YES,high,
1265,�Funds for legal.�,Claim,Q Claims,YES,high,
1265,WH position [rapid] changes.,Claim,Q Claims,YES,high,
1265,Proofs provided to retain.,Claim,Q Claims,YES,high,
1265,History books.,Claim,Q Predictions,NO,high,predictive
1266,They tried to delete the proof.,Claim,Q Claims,YES,high,
1266,Insurance w/o cover.,Claim,Q Claims,YES,high,
1266,Tool dev primary + meta essential.,Claim,Q Claims,YES,high,
1266,Hard to swallow for many.,Claim,Q Claims,YES,high,
1266,Speaker of House resigning!,Claim,Q Claims,YES,high,
1269,IT�S RIGHT IN FRONT OF YOU.,Claim,Q Claims,YES,high,
1269,"WHERE WE GO ONE, WE GO ALL!",Claim,Q Themes,NO,high,the WWG1WGA motto
1270,Debate how to handle.,Claim,Q Claims,YES,high,
1270,Buying time.,Claim,Q Claims,YES,high,
1270,Dangerous.,Claim,Q Claims,YES,high,
1270,Threats.,Claim,Q Claims,YES,high,
1275,Interesting theory.,Claim,Q Claims,YES,high,
1276,Marching into the Darkness - lyrics.,Claim,Q Claims,YES,high,
1277,Important to note [texts only].,Claim,Q Claims,YES,high,
1278,National crisis.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
1278,Cooperating.,Claim,Q Claims,YES,high,
1278,Kept at top.,Claim,Q Claims,YES,high,
1278,Legal case(s) building.,Claim,Q Claims,YES,high,
1278,Patience isn�t always easy.,Claim,Q Claims,YES,high,
1278,But vital to get right.,Claim,Q Claims,YES,high,
1279,Many drafts.,Claim,Q Claims,YES,high,
1279,Many shared users [foreign & domestic].,Claim,Q Claims,YES,high,
1279,Variable access.,Claim,Q Claims,YES,high,
1279,Codes.,Claim,Q Claims,YES,high,
1279,Fake emails.,Claim,Q Claims,YES,high,
1279,Game forum comms.,Claim,Q Claims,YES,high,
1279,New intel revealed today.,Claim,Q Claims,YES,high,
1279,Gmail comms.,Claim,Q Claims,YES,high,
1279,Ongoing investigations require�..,Claim,Q Claims,YES,high,
1283,1 & 1 don�t equal 2.,Claim,Q Claims,YES,high,
1285,"�Congress passed Public Law 94-503, limiting the FBI Director to a single term of no longer than 10 years.�",Claim,Q Claims,YES,high,
1286,Comey to POTUS - not being investigated.,Claim,Q Claims,YES,high,
1286,RR to POTUS - not being investigated.,Claim,Q Claims,YES,high,
1286,Mueller to POTUS - not a criminal target.,Claim,Q Claims,YES,high,
1286,House report POTUS no evidence of collusion.,Claim,Q Claims,YES,high,
1286,R�s / D�s negative for POTUS.,Claim,Q Claims,YES,high,
1286,The Brits - raw intel / dossier / 5 eyes.,Claim,Q Claims,YES,high,
1286,Questions reveal answers.,Claim,Q Claims,YES,high,
1287,World watching.,Claim,Q Claims,YES,high,
1287,Timing important.,Claim,Q Claims,YES,high,
1288,"Jim Rybicki, chief of staff and senior counselor - FIRED.",Claim,Q Claims,YES,high,
1288,"James Baker, general counsel - FIRED.",Claim,Q Claims,YES,high,
1288,"Andrew McCabe, deputy director - FIRED.",Claim,Q Claims,YES,high,
1288,"James Comey, director - FIRED.",Claim,Q Claims,YES,high,
1288,"Bill Priestap, Head of Counterintelligence and Strzok�s boss - Cooperating witness [power removed].",Claim,Q Claims,YES,high,
1288,"Peter Strzok, Deputy Assistant Director of the Counterintelligence - cooperating witness [power removed].",Claim,Q Claims,YES,high,
1289,Timetables shift.,Claim,Q Claims,YES,high,
1290,Russia grounding our military planes in Syria.,Claim,Q Claims,YES,high,
1290,Military aircraft crashing in US.,Claim,Q Claims,YES,high,
1291,Not easy for anyone.,Claim,Q Claims,YES,high,
1292,You know that we know.,Claim,Q Claims,YES,high,
1292,Your move.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1295,Patriots make sacrifices.,Claim,Q Claims,YES,high,
1295,"Some, the ultimate sacrifice.",Claim,Q Claims,YES,high,
1295,"To some, it�s only about the money.",Claim,Q Claims,YES,high,
1297,They approach the field of battle w/o fear.,Claim,Q Claims,YES,high,
1298,Autists on fire!,Claim,Q Claims,YES,high,
1298,They fall for it every single time.,Claim,Q Claims,YES,high,
1301,No coincidences.,Claim,Q Themes,NO,high,recurring refrain
1303,Assets in place.,Claim,Q Claims,YES,high,
1304,Emmy awards.,Claim,Q Claims,YES,high,
1305,We love good singers.,Claim,Q Claims,YES,high,
1307,re: Israel disclosure moments ago.,Claim,Q Claims,YES,high,
1307,5% shared.,Claim,Q Claims,YES,high,
1307,POTUS deCLAS Syria/Iran + U1 connection.,Claim,Q Claims,YES,high,
1316,Tracking_y.,Claim,Q Claims,YES,high,
1317,Important - context for future news.,Claim,Q Claims,YES,high,
1319,Not seeking re-election.,Claim,Q Claims,YES,high,
1319,Al Franken - Democratic U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Blake Farenthold - Republican U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Jason Chaffetz - Republican U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,"John Conyers, Jr. - Democrat U.S.",Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Louise Slaughter - Democrat U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Patrick Meehan - Republican	U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Tiberi - Republican U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Thad Cochran - Republican U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Tim Murphy - Republican U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Trent Franks - Republican U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1319,Chairman of the House Committee on the Judiciary.,Claim,Q Claims,YES,high,
1319,Chairman of the House Oversight and Government Reform Committee.,Claim,Q Claims,YES,high,
1320,The deal kept Iran quiet.,Claim,Q Claims,YES,high,
1322,TRIP confirmed.,Claim,Q Claims,YES,high,
1323,Error corrected.,Claim,Q Claims,YES,high,
1324,Corrected.,Claim,Q Claims,YES,high,
1324,We all make mistakes.,Claim,Q Claims,YES,high,
1328,"1. a person who loves, supports, and defends his or her country and its interests with devotion.",Claim,Q Claims,YES,high,
1328,"2. a person who regards himself or herself as a defender, especially of individual rights, against presumed interference by the federal government.",Claim,Q Claims,YES,high,
1328,"1. a person who betrays another, a cause, or any trust [FOCUS].",Claim,Q Claims,YES,high,
1328,2. a person who commits treason by betraying his or her country.,Claim,Q Claims,YES,high,
1328,They want you DIVIDED.,Claim,Q Claims,YES,high,
1328,DIVIDED you are WEAK.,Claim,Q Claims,YES,high,
1328,TOGETHER you are STRONG.,Claim,Q Claims,YES,high,
1328,There was no attempt to DIVIDE.,Claim,Q Claims,YES,high,
1328,There was however a strategic move to REVEAL.,Claim,Q Claims,YES,high,
1328,Incorrect message translated [past] autists.,Claim,Q Claims,YES,high,
1328,No names mentioned.,Claim,Q Claims,YES,high,
1328,They revealed themselves.,Claim,Q Claims,YES,high,
1332,United We Stand (WW).,Claim,Q Claims,YES,high,
1334,"DOJ, FBI, C_A, State.",Claim,Q Claims,YES,high,
1334,Not Forgotten.,Claim,Q Claims,YES,high,
1336,Layoffs.,Claim,Q Claims,YES,high,
1336,U.S. [in] NZ = No Logs/No Flags/No Records = U.S.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1339,Selfless.,Claim,Q Claims,YES,high,
1339,Free information.,Claim,Q Claims,YES,high,
1339,We established a series of 'proofs' for this specific reason.,Claim,Q Claims,YES,high,
1339,Growth due to confirmations.,Claim,Q Claims,YES,high,
1339,Real source(s) communicating w/ the people.,Claim,Q Claims,YES,high,
1339,Unrestricted.,Claim,Q Claims,YES,high,
1339,Harness followers / profiteering (THEY).,Claim,Q Claims,YES,high,
1339,To Sell (each selling a dif narrative - set of targets).,Claim,Q Claims,YES,high,
1339,They want you DIVIDED.,Claim,Q Claims,YES,high,
1342,PEOPLE UNITED hold the power.,Claim,Q Claims,YES,high,
1343,Destroy through [misinformation].,Claim,Q Claims,YES,high,
1343,Absorb the 'confused'.,Claim,Q Claims,YES,high,
1343,Re-route traffic to other platforms.,Claim,Q Claims,YES,high,
1343,Those guilty immediately reacted (predictably).,Claim,Q Claims,YES,high,
1343,Timetable accelerated (misinformation-attack).,Claim,Q Claims,YES,high,
1343,Attempts to divide.,Claim,Q Claims,YES,high,
1343,We responded.,Claim,Q Themes,NO,high,recurring movement refrain
1343,House cleaning.,Claim,Q Claims,YES,high,
1343,Important to clean prior to next events.,Claim,Q Claims,YES,high,
1345,Risk the welfare of the world.,Claim,Q Claims,YES,high,
1345,Organized/planned by BC/HRC.,Claim,Q Claims,YES,high,
1345,U1 [donations to CF].,Claim,Q Claims,YES,high,
1345,$1.7b in-cash transfer to Iran [4 routes][5 planes].,Claim,Q Claims,YES,high,
1345,Special Interest Groups (SIG).,Claim,Q Claims,YES,high,
1347,News beginning to leak.,Claim,Q Claims,YES,high,
1347,Not new to Anons.,Claim,Q Claims,YES,high,
1350,"If America falls, the World falls.",Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
1350,They deserve our deepest gratitude.,Claim,Q Claims,YES,high,
1351,Sealed indictments.,Claim,Q Claims,YES,high,
1357,11.11 provided as strategic marker.,Claim,Q Claims,YES,high,
1358,"We fight every sigle day on behalf of you, the people who put us here.",Claim,Q Claims,YES,high,
1358,"Where we go one, we go ALL.",Claim,Q Themes,NO,high,the WWG1WGA motto
1359,We await your answer [48].,Claim,Q Claims,YES,high,
1360,It�s all connected.,Claim,Q Claims,YES,high,
1363,Image search for 'fire truck / engine'.,Claim,Q Claims,YES,high,
1368,Eyes Wide Open.,Claim,Q Themes,NO,high,recurring movement refrain
1375,Autists - we thank you.,Claim,Q Claims,YES,high,
1375,Patriots - we thank you.,Claim,Q Claims,YES,high,
1375,No filters.,Claim,Q Claims,YES,high,
1375,History books.,Claim,Q Predictions,NO,high,predictive
1377,Critical thinking dismisses fictional clickbait claims.,Claim,Q Claims,YES,high,
1378,NK news today = FAKE!,Claim,Q Claims,YES,high,
1378,Twitter news today = REAL!,Claim,Q Claims,YES,high,
1378,Free speech manipulation [visibility / reach].,Claim,Q Claims,YES,high,
1380,No Such Agency vs Clowns In America.,Claim,Q Claims,YES,high,
1381,Letters left visible to match.,Claim,Q Claims,YES,high,
1386,EO unreleased.,Claim,Q Claims,YES,high,
1387,"""FREEDOM"" Caucus.",Claim,Q Claims,YES,high,
1395,Coordinated.,Claim,Q Claims,YES,high,
1395,Clowns wear masks.,Claim,Q Claims,YES,high,
1399,The hard part for us is having to wait for the 'public' to 'know' what we've known for a very long time.,Claim,Q Claims,YES,high,
1399,There is no bigger threat to 'them' than the public being awake and thinking for themselves.,Claim,Q Claims,YES,high,
1417,Updated.,Claim,Q Claims,YES,high,
1419,I'd watch the news that day.,Claim,Q Claims,YES,high,
1420,IP hash release OK.,Claim,Q Claims,YES,high,
1423,[6] surv [value targets].,Claim,Q Claims,YES,high,
1430,We exposed the password [#91] on purpose [23].,Claim,Q Claims,YES,high,
1430,Timestamps verify.,Claim,Q Claims,YES,high,
1432,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1432,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1432,And pray in the Spirit on all occasions with all kinds of prayers and requests.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1432,"""Love is patient, love is kind.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1432,"It does not envy, it does not boast, it is not proud.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1432,"It is not rude, it is not self-seeking, it is not easily angered, it keeps no record of wrongs.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1432,"It always protects, always trusts, always hopes, always perseveres.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
1433,[RR] problems.,Claim,Q Claims,YES,high,
1433,WRAY reports to RR [important fact].,Claim,Q Claims,YES,high,
1436,It's happening.,Claim,Q Claims,YES,high,
1438,Attack[s] anticipated.,Claim,Q Claims,YES,high,
1441,A Week to [Remember].,Claim,Q Claims,YES,high,
1441,Evidence KILLS.,Claim,Q Claims,YES,high,
1442,Not POTUS.,Claim,Q Claims,YES,high,
1443,Next DOJ - offer open [2].,Claim,Q Claims,YES,high,
1443,Next C_A - offer open [3].,Claim,Q Claims,YES,high,
1446,Pulled/Wiped or Taken.,Claim,Q Claims,YES,high,
1448,FF weather alert (WW).,Claim,Q Claims,YES,high,
1453,Political hit job narrative.,Claim,Q Claims,YES,high,
1453,Not right v wrong.,Claim,Q Claims,YES,high,
1453,END OF THE D PARTY [leaders].,Claim,Q Claims,YES,high,
1454,EU sanctions (IRAN).,Claim,Q Claims,YES,high,
1454,Hussein pallets of cash.,Claim,Q Claims,YES,high,
1454,Hussein secret auth to convert USD.,Claim,Q Claims,YES,high,
1455,SIS 'good' agents.,Claim,Q Claims,YES,high,
1456,Provides Timeframe.,Claim,Q Claims,YES,high,
1461,Good decoding.,Claim,Q Claims,YES,high,
1462,Back in the news.,Claim,Q Claims,YES,high,
1465,(3) NK Generals [released] closed the pathway for bad actors.,Claim,Q Claims,YES,high,
1467,ES isn't sleeping well.,Claim,Q Claims,YES,high,
1470,DOJ/FBI cleanse vital as primary.,Claim,Q Claims,YES,high,
1470,These people HATE America.,Claim,Q Claims,YES,high,
1478,Event talk being attacked.,Claim,Q Claims,YES,high,
1478,"Ref: VOL pic, POTUS Tweet(s), Missing letters�.",Claim,Q Claims,YES,high,
1478,Some areas we cannot expand on.,Claim,Q Claims,YES,high,
1478,Critical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1479,Comms dark.,Claim,Q Claims,YES,high,
1481,Connected.,Claim,Q Claims,YES,high,
1481,Kashyap Patel - name to remember.,Claim,Q Claims,YES,high,
1483,Full weight of the House v.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1484,Full weight of the House.,Claim,Q Claims,YES,high,
1489,MSM attacks.,Claim,Q Claims,YES,high,
1489,FBI (4) open investigations.,Claim,Q Claims,YES,high,
1489,8ch risk (DDOS_+_inject).,Claim,Q Claims,YES,high,
1489,PEOPLE SLEEPING ATTACH TO OPINION/PERSONALITY/GROUP THINK.,Claim,Q Claims,YES,high,
1489,Strength TOGETHER (primary purpose).,Claim,Q Claims,YES,high,
1492,Sealed Tight.,Claim,Q Claims,YES,high,
1492,They DEPEND ON WINNING IN NOV TO DEFEND/IMPEACH/STOP INVESTIGATIONS.,Claim,Q Claims,YES,high,
1495,"But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security.""",Claim,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
1496,Nunes/Grassley/Freedom C. push for docs.,Claim,Q Claims,YES,high,
1496,Immediate impeachment / resignation / termination / recusal IF EVER BROUGHT TO LIGHT.,Claim,Q Claims,YES,high,
1498,Critical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1500,Access Kills.,Claim,Q Claims,YES,high,
1500,POTUS in good spirits today.,Claim,Q Claims,YES,high,
1504,What a wonderful day.,Claim,Q Themes,NO,high,recurring refrain
1508,Plants need water!,Claim,Q Claims,YES,high,
1510,Access to classified emails / summary sec meeting notes/briefings etc with NO FBI background check or clearance.,Claim,Q Claims,YES,high,
1510,We owe it to our children!,Claim,Q Claims,YES,high,
1513,News unlocks.,Claim,Q Claims,YES,high,
1514,News unlocks.,Claim,Q Claims,YES,high,
1515,Sealed.,Claim,Q Claims,YES,high,
1516,HRC panic / deal req DEC (think Huber).,Claim,Q Claims,YES,high,
1516,News unlocks past.,Claim,Q Claims,YES,high,
1522,GOOG OP provided undeniable proof.,Claim,Q Claims,YES,high,
